step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#1-F2/dCS	#1-F2/etaCS	
34	237.4410042	1227.998212	284.6728165	14338.69707	0.4550571227	
35	237.15109	1226.75763	286.6654946	14284.75096	0.4744852626	
36	237.7230861	1228.548788	285.2370873	14298.42992	0.4665045678	
37	235.6448429	1229.410364	286.0163794	14369.82338	0.4592796308	
38	237.352058	1228.396565	287.1556403	14301.38527	0.4751509374	
39	236.8612367	1229.001036	287.4735441	14351.29469	0.4524416909	
40	238.3517548	1227.748554	283.1616987	14277.34071	0.4516481055	
41	238.9462505	1228.731622	286.9320056	14295.18714	0.4366227305	
42	236.7792513	1227.041288	285.5025982	14367.3424	0.4599321	
43	237.5759971	1227.986075	283.7481847	14368.09595	0.4488132458	
44	237.7624983	1228.679346	284.5877511	14313.88495	0.4699250754	
45	236.9321238	1227.19227	285.63727	14333.73657	0.4511764511	
46	238.2132492	1227.285837	283.8402183	14319.40966	0.4520964054	
47	237.8498495	1226.806594	284.2972133	14323.54066	0.4610870918	
48	236.7572415	1228.487773	283.2728382	14375.07383	0.4555839876	
49	237.159928	1227.671939	285.5814691	14352.08786	0.4615888592	
50	238.471366	1228.100913	283.9630832	14267.38592	0.4602211718	
51	238.3602656	1229.065743	285.2496649	14300.05974	0.4585128394	
52	237.6070048	1227.847516	285.1706939	14295.65615	0.44514394	
53	238.1075287	1227.162001	285.6033036	14282.46037	0.4581990494	
54	238.0632239	1227.181406	284.2379172	14320.49343	0.4477334271	
55	236.891928	1226.935219	285.6418846	14255.14515	0.4873315098	
56	236.7734188	1227.671049	285.4512952	14318.46715	0.4687093361	
57	236.0797881	1227.701927	288.5160931	14251.281	0.4662627692	
58	236.5076556	1227.611214	285.081356	14330.6189	0.4680085539	
59	237.1140213	1227.94286	286.509269	14319.63486	0.4426310696	
60	238.2894543	1227.874455	287.373254	14283.55625	0.4675193126	
61	236.56922	1227.015634	287.5799898	14316.98685	0.4443120509	
62	239.0946029	1227.972529	283.6448524	14311.93809	0.4598319211	
63	239.0869193	1229.382272	286.1889163	14288.71131	0.4530580409	
64	237.4530299	1226.925675	287.5993409	14262.0442	0.4637415063	
65	236.5674183	1227.717683	286.3104961	14364.71458	0.4319240863	
66	238.4291679	1227.082004	286.38517	14248.02635	0.4780079283	
67	236.6330948	1228.278977	284.6365692	14367.91825	0.4499786716	
68	238.1596592	1227.705775	286.1216494	14282.30348	0.4629635171	
69	238.5573769	1228.488552	284.8189377	14303.88141	0.4712779284	
70	237.9286244	1227.413222	285.8604553	14269.22174	0.4463151863	
71	237.2635824	1227.05828	284.1677953	14358.44527	0.4479952111	
72	236.011526	1227.666583	287.942016	14254.52357	0.4487108456	
73	237.2909032	1228.174817	285.6519433	14336.30017	0.4516896024	
74	239.3539525	1227.392037	286.5305179	14280.07405	0.4614272751	
75	237.8648328	1226.775588	285.5674495	14324.81674	0.4597181186	
76	240.0852303	1228.021588	281.6794078	14300.10211	0.4441561021	
77	237.4165726	1227.32032	285.3438499	14318.43513	0.4694208922	
78	237.9444297	1228.285597	284.9685587	14317.56233	0.4594791426	
79	237.0732673	1227.165088	286.6230563	14336.03749	0.444373962	
80	237.3194194	1226.854885	287.8975206	14293.43878	0.4484659049	
81	238.4563736	1227.487231	285.937429	14216.26027	0.4709015899	
82	238.4459111	1227.443591	285.048008	14258.13729	0.4640223021	
83	237.5101984	1227.226176	284.0125239	14314.68819	0.4714315306	
84	237.7939458	1227.11052	285.9968277	14327.0814	0.455774837	
85	238.1972812	1227.370416	285.5324238	14308.02055	0.461986987	
86	235.1824771	1228.274572	288.298423	14350.07555	0.460654813	
87	237.1456491	1227.659373	286.512228	14335.42516	0.4527314222	
88	237.9397011	1228.547481	285.9607231	14305.31336	0.452585762	
89	239.0033307	1228.37005	286.627045	14322.8973	0.451497237	
90	239.0512716	1228.556489	284.9213494	14262.73272	0.4721829717	
91	237.1347453	1227.179209	285.7651674	14291.19244	0.4783614361	
92	238.6285927	1227.882278	283.6080807	14248.89015	0.4743286795	
93	239.8615412	1227.009127	282.9657751	14244.06236	0.4651058958	
94	238.0850135	1227.462837	285.2366129	14273.81985	0.4785231702	
95	238.9782979	1228.295114	283.7431243	14283.40594	0.4514516907	
96	238.483036	1228.954245	285.0591299	14277.78159	0.4839237816	
97	235.5913471	1227.778683	288.1487267	14352.36612	0.4248082244	
98	238.9440419	1227.452825	285.3452093	14232.39955	0.4645057213	
99	238.1020602	1228.733534	285.4747901	14310.40316	0.4575007204	
100	236.5816321	1227.496227	287.2282218	14328.86588	0.4664636994	
101	238.7075899	1228.678572	283.0511332	14360.05336	0.4527327284	
102	238.148007	1229.138308	285.4248632	14304.4699	0.4781400452	
103	237.6074064	1228.21732	284.4624673	14344.76961	0.4575303998	
104	236.3266871	1228.734351	288.0483182	14351.09089	0.4633207956	
105	237.4057942	1228.36866	285.1913645	14344.1842	0.4464996104	
106	236.7228555	1227.225703	286.3077189	14315.63712	0.4673746204	
107	237.5657981	1228.595954	282.8470564	14315.34648	0.4502024909	
108	239.7197931	1228.184224	284.7825955	14284.42322	0.47708908	
109	238.9212684	1227.620735	283.9564873	14278.83733	0.4590877197	
110	237.2109233	1227.450319	285.6590821	14284.26102	0.462678914	
111	239.5163456	1228.247514	283.4253696	14271.32371	0.4628616822	
112	236.3728936	1227.159463	284.6407258	14311.85293	0.4580906754	
113	236.0754556	1227.981681	284.2778743	14405.56224	0.4422572101	
114	239.0658049	1228.869397	284.3328423	14236.17145	0.4702203896	
115	235.2782976	1228.133806	287.5651459	14365.42	0.4506057086	
116	238.8319066	1227.438524	285.8828957	14275.75414	0.4566319299	
117	241.1859904	1228.975455	282.5575248	14237.89633	0.4682390213	
118	238.1065933	1227.561899	284.0704479	14295.67597	0.4650556502	
119	237.7235894	1228.379261	285.5517626	14287.1912	0.4615679713	
120	237.3002799	1227.585703	285.56622	14298.67606	0.4617508342	
121	240.0720901	1228.51576	282.2533995	14297.97654	0.4555840645	
122	237.0340942	1226.829409	284.9003994	14285.11108	0.4767339422	
123	237.3448809	1226.793547	286.6521456	14341.9566	0.4473596973	
124	239.7686713	1227.971049	283.1172193	14276.75867	0.4405578128	
125	235.9890309	1226.923563	285.7745119	14419.86665	0.4479142095	
126	238.1686619	1229.060546	283.9971838	14274.02625	0.462945772	
127	238.6875262	1227.406203	283.2179613	14287.70292	0.4585066271	
128	238.6622666	1228.31356	284.7323661	14318.6985	0.4409587403	
129	239.509612	1227.704352	284.3936516	14203.55177	0.4619328777	
130	236.325171	1227.424292	287.1319914	14300.56433	0.4463268571	
131	237.6084928	1228.414977	285.0017125	14342.17397	0.445324315	
132	236.0332911	1228.513169	285.8079713	14339.28511	0.4769806537	
133	236.7782709	1228.42424	286.5696752	14281.05852	0.4680847828	
134	236.1747435	1227.370037	284.7236478	14272.76854	0.5060914886	
135	236.060614	1227.812686	287.9096956	14338.55714	0.4619424123	
136	235.1803337	1227.972613	285.608726	14370.54102	0.4637680868	
137	234.7658088	1227.422437	289.1173629	14349.17828	0.4437681107	
138	239.8526226	1227.829612	284.871761	14340.21096	0.4610233017	
139	237.8257255	1227.008205	285.8110394	14315.19855	0.4490435968	
140	236.5614837	1227.673879	286.4723028	14354.40431	0.4598513357	
141	235.3787483	1228.96696	286.3808317	14349.8594	0.4673682348	
142	239.3093256	1228.035569	283.9640081	14253.87222	0.464957248	
143	236.8180674	1229.369376	286.3769254	14343.33794	0.44367855	
144	237.2527853	1228.1892	285.9097986	14326.38925	0.4450829852	
145	236.3056185	1227.039031	287.7931735	14279.38229	0.4757827372	
146	237.2964416	1227.535018	286.8137732	14274.2148	0.446653885	
147	239.0752093	1227.622241	284.0613916	14277.98995	0.4795901684	
148	238.232158	1226.973485	284.0349197	14314.63551	0.4716214346	
149	237.5342966	1227.903454	285.4507662	14294.11177	0.4558023911	
150	237.4167907	1227.185888	286.4687624	14335.86164	0.4651128347	
151	236.2810937	1226.86967	285.9423297	14372.67786	0.4733255904	
152	237.9484179	1228.168554	286.4263557	14197.07235	0.4626669108	
153	235.9709763	1228.363342	284.9696705	14295.71893	0.4978030303	
154	234.3624128	1227.535327	289.115707	14387.17837	0.4548205504	
155	238.2437913	1227.238722	284.9805421	14285.45503	0.478341416	
156	237.2828838	1228.243464	285.8169575	14279.6014	0.4613247016	
157	238.1698598	1228.934822	286.6771133	14327.58947	0.4426452175	
158	237.0602264	1228.21514	285.9747178	14328.9818	0.4388539323	
159	235.5522687	1228.341887	286.7243288	14339.52246	0.4622516596	
160	237.2041374	1227.711461	286.157688	14316.11193	0.4551718625	
161	237.8988115	1226.587233	287.577477	14290.1213	0.4790111484	
162	240.3167636	1227.579971	283.892907	14243.43966	0.4585658263	
163	239.2158448	1227.758976	282.8991914	14282.39032	0.4330803126	
164	238.7794116	1228.818007	284.6227873	14346.99306	0.4521885412	
165	237.3706828	1227.599631	284.121532	14321.03645	0.4592256312	
166	238.2252049	1227.303605	284.2028722	14309.95464	0.4723570243	
167	236.5709278	1228.779441	286.4563778	14291.21379	0.4589548972	
168	237.3850601	1227.53847	285.460909	14301.76568	0.4508411448	
169	237.0718061	1228.537532	284.673698	14341.84118	0.4800502349	
170	238.1431196	1229.016564	285.36247	14306.66523	0.4592883011	
171	237.5840839	1228.459185	284.1248828	14292.92672	0.456168838	
172	236.3924515	1228.44514	286.5634588	14370.35821	0.445980776	
173	240.3014719	1228.014788	282.6581818	14255.55589	0.4837088949	
174	240.3571174	1228.208578	282.7430211	14313.57328	0.4441137766	
175	237.6801672	1227.513784	284.9136186	14354.8541	0.4419363162	
176	236.3821978	1229.403177	285.6311765	14358.98637	0.4515797185	
177	236.9216684	1227.751344	286.0550359	14316.87476	0.4633258255	
178	238.8691127	1227.747932	285.0025528	14361.08556	0.4431601615	
179	238.426847	1227.034697	284.6338509	14276.4933	0.473595618	
180	236.8377219	1227.06823	286.3931409	14331.41811	0.4480372359	
181	238.2074277	1227.343075	284.7548904	14281.26988	0.4582820734	
182	238.1058967	1227.269342	282.6175452	14373.44468	0.4463744451	
183	238.0296113	1226.135135	284.0180871	14310.2869	0.4542890246	
184	238.0749583	1227.293232	283.8783842	14328.05157	0.4567700981	
185	238.5947661	1227.42197	283.8257002	14303.48133	0.4725866047	
186	235.7658886	1226.565746	286.5754831	14309.61214	0.4662246965	
187	238.1326329	1227.365704	286.1246128	14347.46921	0.4514498124	
188	236.7827163	1227.230139	287.4541332	14318.67274	0.4699704216	
189	237.9436784	1228.487622	284.8943137	14321.78537	0.4502945745	
190	236.6911304	1226.913453	285.5528102	14377.95219	0.4440800478	
191	239.2707211	1227.01663	282.6155454	14263.95368	0.459031742	
192	237.1867958	1227.724318	287.2158478	14375.92037	0.4530209451	
193	239.165411	1227.825222	282.1647273	14258.84612	0.4673701631	
194	238.9439148	1228.023341	286.1364337	14337.52575	0.43394061	
195	236.715135	1229.006516	286.7567169	14326.61542	0.4567803706	
196	236.838607	1227.396401	285.2711274	14311.91167	0.4558497892	
197	236.8096127	1227.321641	287.7240484	14329.74439	0.4658485586	
198	238.8723184	1227.32897	284.7666139	14238.11513	0.4816998447	
199	236.3869278	1227.576006	285.9210879	14339.80647	0.4623567887	
200	236.5822709	1227.863771	287.535345	14311.06243	0.4686740621	
step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#1-F2/dCS	#1-F2/etaCS	
1	237.1168472	1228.104763	285.2256021	14320.39819	0.4558789238	
2	238.6531661	1227.910466	284.1369128	14273.14425	0.4492724492	
3	238.6047997	1226.88747	284.9475739	14249.48628	0.4621424749	
4	237.1215864	1228.607571	285.7966435	14346.81926	0.4631998099	
5	235.605887	1226.695992	288.3014152	14333.68613	0.4622553485	
6	239.3444354	1227.76949	283.9242848	14319.34273	0.4520689952	
7	237.1426637	1227.533731	284.7655827	14315.16843	0.4830800674	
8	237.9027588	1229.064852	285.8560243	14283.62364	0.4547540297	
9	238.4818292	1228.551359	284.0214057	14320.00885	0.4711899792	
10	236.6229108	1227.765544	286.5097009	14320.72932	0.4648733837	
