step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#2-F2/Amplitude	#2-F2/Position	#2-F2/Width	#3-F2/Amplitude	#3-F2/Position	#3-F2/Width	#4-F2/Amplitude	#4-F2/Position	#4-F2/Width	#5-F2/Amplitude	#5-F2/Position	#5-F2/Width	#6-F2/Amplitude	#6-F2/Position	#6-F2/Width	#7-F2/Amplitude	#7-F2/Position	#7-F2/Width	#8-F2/Amplitude	#8-F2/Position	#8-F2/Width	#9-F2/Amplitude	#9-F2/Position	#9-F2/Width	#10-F2/Amplitude	#10-F2/Position	#10-F2/Width	
115	38.95763241	5082.975436	113.8668353	83.87737808	3620.041191	383.7707002	85.55418257	2949.22519	591.5347209	266.520107	753.5809436	397.1448509	146.6828331	-1212.096381	222.7145568	56.85124512	-1445.080032	226.6447064	35.55707181	-684.4153561	157.7175174	17.44809384	4410.917936	166.6611646	21.47072684	1183.176556	199.8152116	27.72588785	327.815925	339.6884216	
116	39.88802769	5084.80027	117.7449223	82.18862967	3619.471798	385.9598868	85.22781018	2948.452451	593.2146961	266.849405	752.3276541	401.6412876	145.1186178	-1211.43423	223.2737529	56.53546575	-1445.630536	235.0004192	37.5454011	-684.7270741	150.8591093	20.25082307	4418.43883	155.6370019	21.04457677	1172.62842	204.6723648	27.19158708	320.1753157	292.7588895	
117	40.54794678	5087.155599	110.5569562	82.62954981	3620.419698	381.7361754	86.05711776	2950.123065	584.202194	267.4595562	753.1829891	392.3858127	145.4202467	-1211.999762	220.0319262	56.95945349	-1444.858243	240.3883357	35.9537688	-682.3431666	169.5582467	18.44518177	4405.344575	162.6058418	20.29688615	1186.076506	248.6310722	26.69608015	328.8807032	353.2336071	
118	41.61819108	5086.453517	109.873485	82.69143853	3615.844255	384.5202678	85.62618088	2951.278551	592.7026488	267.5809568	753.1468716	402.4465512	145.946207	-1212.875569	224.98918	55.95724538	-1444.040393	225.831901	37.00680637	-680.4437157	155.9603453	17.53592295	4420.063471	164.4795243	20.44586503	1182.017846	206.921659	27.12875932	318.635873	297.0824529	
119	40.39656511	5083.15694	112.4231997	82.77179852	3616.013657	386.0579462	86.13875412	2946.67917	587.8341144	267.5654916	752.5231905	402.9027128	145.1264507	-1211.874605	230.0350978	54.95982659	-1446.66256	226.6733245	35.28569221	-682.7041294	169.6014856	18.97664255	4409.15224	155.8225902	21.17845105	1185.453512	191.7897076	27.34042877	325.2991088	261.2551497	
120	42.18053075	5088.299554	106.1528062	83.91747225	3621.881054	370.3528706	85.78764971	2956.640051	594.6921351	266.8393545	752.7552532	397.4075084	146.0812435	-1213.091675	226.8504054	54.65137697	-1450.197446	220.7370964	36.75425101	-680.1374296	159.4523837	17.11149102	4413.758899	186.3340109	21.65122961	1178.141328	207.8010072	26.75416217	321.9443718	352.4160905	
121	42.30700025	5085.581568	107.7539452	81.56354809	3619.519535	381.766581	85.46156461	2954.444664	601.0112862	268.4745494	753.4779036	397.7870552	143.9564965	-1209.767381	220.5397065	55.87274315	-1443.537352	244.5516807	37.38594809	-682.7150733	155.3060776	17.59355952	4411.255433	177.8452998	21.53733898	1178.802407	176.9585026	28.37977111	326.4765971	308.4687855	
122	41.03317127	5084.875889	107.2180632	83.56955768	3615.977185	391.1413694	85.30455272	2947.314399	582.2015799	267.7621629	750.9120817	406.7195971	147.5863449	-1215.337429	229.6812563	55.14855172	-1455.445814	204.7394658	34.31881303	-686.1663659	187.7251224	16.94176814	4411.262172	179.2354704	16.57438571	1183.250398	221.4471404	27.46134016	322.2068052	222.0291996	
123	40.76778344	5084.758969	107.4416031	82.58277442	3618.759692	378.9170201	85.25134462	2948.754258	599.1080335	266.9695314	754.97294	397.6330377	145.8859949	-1211.763522	226.6659949	56.14878394	-1448.167798	226.5687958	38.39028316	-684.5313891	141.9106289	18.93788293	4411.915163	154.6768171	22.20213905	1178.699128	166.7430773	27.19975852	325.9192739	350.0776455	
124	40.44422478	5086.122589	111.1075587	83.57241953	3618.507125	381.804336	85.45659386	2948.130291	596.5621828	267.1632201	751.0807393	410.2788229	144.7744668	-1212.244451	220.9582045	56.42384305	-1442.546156	236.716959	37.76736082	-684.066629	155.4942172	17.75375646	4413.236356	160.2038075	19.36772494	1191.947259	170.2266045	27.60248397	324.8407902	220.7186131	
125	40.43574477	5086.939591	113.6646557	85.34177807	3617.983221	377.2961072	86.20024077	2946.562428	578.0023838	261.9788762	754.5321289	391.027174	146.1863472	-1213.867704	223.5086701	56.55480472	-1450.95167	223.4270532	38.44957521	-682.9187451	143.2892756	18.32779289	4410.455293	155.1433565	19.26752829	1174.509117	260.7209226	24.44670837	336.4816819	566.725186	
126	38.83899475	5083.608085	118.9066492	81.67248929	3614.97588	400.0508519	85.95471934	2942.206094	582.9548478	266.5130488	753.002182	405.5006855	144.9466892	-1212.163218	223.0127648	56.2178466	-1443.262917	235.0182547	33.73036431	-680.6837833	184.2966629	18.95465202	4416.188348	157.8219126	19.13678422	1188.64583	189.1478549	28.42494441	321.2463645	275.5812146	
127	39.79725593	5084.443127	119.6502121	82.88239594	3619.521199	379.8440079	85.81793791	2948.611584	592.9524678	266.6767646	751.8052273	403.9560825	145.6043007	-1212.549258	226.1217203	55.09431519	-1448.325657	235.0966114	35.6281682	-680.4446884	167.0706025	17.87485712	4414.16031	171.8032884	18.09304767	1183.862051	236.3440635	27.93948832	328.4588039	260.2418349	
128	40.52084655	5086.3054	111.3483258	82.57774199	3619.140275	373.7180653	85.75956203	2951.943149	602.4876907	265.2993052	753.6694792	394.8958818	146.9974095	-1213.247142	223.750306	54.9679949	-1448.909014	232.2251167	39.09356416	-681.9929147	141.604702	19.86387777	4410.892317	158.9259764	20.02504612	1184.800103	226.0991321	25.7655832	323.1358886	413.4735042	
129	40.19299232	5079.170205	114.6328684	82.61331658	3618.629597	372.2606093	85.83432984	2951.911065	598.9076682	268.7365056	753.2029773	403.4505472	145.8742107	-1212.621378	222.2147017	54.74644056	-1447.764201	236.8686601	35.50310223	-681.0858302	179.1150046	17.1943975	4410.552148	162.3593274	20.06116065	1183.825188	181.4322284	28.80255664	327.4827841	237.7154606	
130	41.57203714	5086.985923	107.2311998	81.76844483	3616.306726	383.5539757	85.22491668	2949.482263	600.1832341	264.2671858	753.3185622	392.0895952	146.9484732	-1213.743087	228.8183651	55.41666942	-1451.937662	214.1849855	37.9972796	-681.9167015	141.3237692	18.87696395	4414.92585	153.2881395	19.18982429	1189.801552	274.9960771	27.46168626	331.3980526	406.2506016	
131	39.65935303	5086.135922	111.1370848	81.34464222	3617.214653	388.8458179	84.42451232	2949.776239	603.344786	265.7188529	754.0414168	394.849198	145.9269616	-1212.132894	224.3917769	55.08180574	-1442.216161	241.8542044	39.71407436	-684.081311	137.6290005	17.65385267	4412.916877	168.0008466	20.36097584	1179.576363	227.0561239	26.88579044	334.9842609	375.2848869	
132	40.3850292	5083.225904	116.5807244	82.23344666	3617.360499	391.03371	84.99869629	2945.552995	587.0356511	265.6222666	753.1459421	397.3537102	144.6850089	-1210.801298	223.2442013	53.57999394	-1445.012148	243.0510293	37.53037732	-681.4297507	153.4387218	18.26928655	4408.445944	173.0570101	20.02419998	1183.817354	223.8782928	26.78672812	321.7112764	374.232452	
133	41.46427133	5087.772341	107.9055805	81.99162496	3620.331424	379.4374748	85.53892056	2949.849837	600.5788389	267.3006899	753.7226923	402.9015238	145.6869019	-1211.324886	228.4341929	54.18053298	-1445.715942	231.7265134	38.59026445	-685.6725533	139.6132191	17.24017401	4415.381443	165.5509068	19.30421716	1184.243493	188.4558259	25.2027764	318.3784013	351.8567775	
134	40.39068193	5083.164698	115.1956074	82.10056968	3619.930866	381.9260318	85.53651057	2947.570555	592.1630246	267.7441817	752.0471886	400.5530022	145.2981005	-1213.078708	231.4432133	54.69657705	-1450.281945	218.8323358	38.01431344	-682.2478273	148.9871195	19.57411574	4424.268657	154.024661	20.98497655	1176.741273	200.8383419	27.86386883	325.9000871	287.8194827	
135	41.59543741	5087.058319	112.4186651	82.79648975	3617.474509	379.4914511	84.85046917	2952.214991	599.7870914	263.3210152	754.9067604	389.2010161	146.7800269	-1212.693582	229.5886779	54.56503593	-1449.766592	217.3759348	36.66683735	-685.4797709	142.0400872	18.62510481	4413.589949	164.7000413	21.85050704	1179.229311	223.8469104	27.56126747	348.2359753	472.4941056	
136	39.20565565	5087.237738	115.7478277	81.57670638	3617.355188	382.6815534	85.74310597	2951.840984	590.0146527	267.2848189	753.3370782	405.3633848	144.7814963	-1211.011211	230.3056924	54.76139217	-1445.209154	228.2492974	37.85598017	-684.4145647	153.9350833	18.56190744	4410.362859	159.5699202	19.88190524	1183.863318	173.6379557	26.8517866	322.8277467	277.0627352	
137	39.81176548	5083.96837	109.4764014	83.03729817	3622.784015	379.3190318	85.76309582	2950.555882	596.8957041	266.5823964	752.0680176	401.4874711	146.6551983	-1212.247056	225.4555165	57.38500422	-1448.25904	223.6127124	39.43253617	-684.7650073	146.4797075	18.87849992	4413.193138	166.4509463	18.57520821	1179.999677	213.4946921	27.40689053	327.1022941	287.6134498	
138	40.51407295	5083.219388	113.2982729	83.32700248	3618.351518	383.7901235	86.13599059	2947.820547	583.9774258	268.7116611	753.035091	396.0732637	146.1585473	-1213.849703	229.2183014	54.5583431	-1452.023171	222.6837913	36.6938303	-681.9957966	156.0782341	18.63548861	4412.634195	162.305886	19.66907815	1179.045338	228.1729416	26.42567658	323.7848963	305.6144605	
139	39.39244055	5079.477918	110.6387116	83.24416643	3615.58739	392.9401634	85.50516456	2949.639865	576.3910762	268.4679021	751.744772	403.289056	145.1139549	-1210.82242	221.9224445	57.23235369	-1444.048167	230.0701528	33.81495109	-680.4045306	199.9855834	17.93804999	4420.723579	162.2560183	20.20258099	1184.323545	187.4101288	27.01270022	320.5699457	252.3778938	
140	41.34305817	5087.315672	108.0993587	83.56969339	3617.357091	380.1702009	85.25119682	2945.393779	588.7971708	268.5334143	753.5564173	390.8446207	146.0918658	-1210.543826	223.4219992	57.03951061	-1444.869887	238.5416817	38.49256511	-684.8390468	144.9279493	17.68323879	4405.263256	182.1319282	20.68750791	1183.539689	233.4119725	26.24881267	327.8550335	381.2642232	
141	40.66527562	5086.066297	106.9137848	82.65721904	3619.514733	384.906235	85.62850525	2948.019842	591.5924682	267.1440607	753.4042368	398.5491163	144.0052573	-1210.223298	220.2388063	56.32671625	-1444.905824	245.8109173	37.57248044	-683.7396153	150.9734209	19.82774511	4408.629045	159.7265542	19.64271758	1183.477645	186.4172994	26.81441399	323.6506105	333.3037658	
142	39.76349661	5083.122274	114.0307786	83.27238734	3617.214589	382.4209711	84.86470292	2947.078939	589.4701964	267.1545455	751.3255223	406.8198091	143.784785	-1210.472704	221.7248165	58.05136107	-1443.517714	237.4792386	37.19127822	-680.8363867	161.5961334	19.9873877	4416.18916	148.7943247	20.94909093	1176.671855	179.8050364	29.53458549	324.3676598	226.0886625	
143	40.70842042	5086.746165	112.2482016	82.90732211	3617.790912	372.0465915	85.2563492	2953.51609	597.5050989	267.6053468	752.6145354	404.8259791	142.6415042	-1210.470419	223.8687538	58.30920318	-1440.250352	238.5291251	35.20940787	-681.4337683	171.8900459	16.83753425	4406.90545	202.5276062	18.86819735	1183.331197	199.0985509	27.17644818	326.0152992	272.1667632	
144	39.59925294	5083.191089	118.1613051	83.11433866	3617.583048	386.1939865	85.82479275	2947.76313	584.3995378	267.2804724	751.8845753	409.111577	146.6627561	-1211.374753	222.3051214	55.78080495	-1446.466268	231.784968	36.77299279	-680.5610639	155.3639626	18.89375198	4414.577973	172.2372688	18.83485852	1180.288963	185.868036	27.12821126	323.0699725	249.7597443	
145	42.03703368	5084.589701	112.426264	83.56146087	3618.312698	366.931654	86.65244109	2952.366577	593.1492799	268.4312418	751.0006593	403.3024097	145.799423	-1213.772687	230.2071818	54.7330843	-1450.829091	216.3284554	36.69072112	-686.3563686	155.0614628	19.62396865	4398.799241	164.3440256	20.58322676	1185.270063	195.097507	27.77306231	322.6757552	250.9165307	
146	39.70195715	5083.899965	115.5024158	84.18089847	3617.357654	384.7794226	86.71748871	2946.20074	580.1748629	265.4275439	753.6942636	398.0166229	144.86341	-1211.788491	224.2057321	55.14341187	-1446.8135	237.5060053	37.60341144	-682.811062	150.2365348	17.81907368	4413.949095	159.3123636	18.57059566	1189.026734	252.2862824	26.44947125	325.6143459	360.1277286	
147	38.88907841	5084.701735	110.9542371	82.31709358	3623.534525	381.2585927	85.25031777	2952.144508	599.6220545	266.7587197	752.5980069	408.586494	144.5599647	-1212.493606	227.1304171	56.4159423	-1450.617279	231.8071945	36.3537192	-685.6243022	160.950075	18.03699652	4413.86621	159.8645623	18.20293315	1187.305008	189.2077555	26.33330344	320.6841476	272.6792063	
148	39.98938933	5086.406646	112.2045741	83.55766813	3618.132851	384.6616181	85.28661029	2948.914516	592.3165759	266.1756828	755.131235	393.1448123	147.1564351	-1211.297428	221.3040601	56.04516205	-1443.781576	228.945706	40.2789816	-686.1940618	136.3999076	19.70351718	4422.082335	150.3021997	20.39945667	1184.91947	192.6957113	27.46600381	326.4154419	418.6188229	
149	39.75208758	5083.252765	113.2239067	83.56123486	3617.296106	375.7830955	86.10376804	2948.122833	586.4259428	266.5526334	752.4149314	399.6989657	145.7829259	-1210.765336	223.4476114	55.1252777	-1445.233126	240.2081216	38.36447011	-683.8453575	151.8845934	20.72456516	4414.651396	164.8427316	19.7710242	1185.346975	220.5309301	26.81341694	322.3591985	297.4145572	
150	40.31697521	5086.104618	107.4366586	82.0739051	3618.218023	389.3351295	85.42347338	2947.019343	590.282495	266.8543569	752.0559719	407.7407574	143.8296046	-1211.819892	229.1448254	55.17195093	-1443.12266	238.792304	36.53404542	-681.8506505	157.0070362	19.51285755	4404.295802	166.3405051	18.74959282	1184.81317	196.7226129	28.69658698	328.4723652	226.6622156	
151	40.20593538	5087.633461	112.1062298	82.8841486	3615.696414	388.2148776	85.63807917	2946.228878	583.2816926	267.8747091	753.0141257	395.7787289	146.5337007	-1212.815432	226.0309599	54.94053877	-1448.839034	226.0487298	35.46474203	-680.8570831	167.2234744	16.87686976	4413.877953	177.2453776	18.49793661	1192.21489	247.186499	27.03212049	319.9837223	313.4514639	
152	38.07989228	5085.915931	120.7422884	82.43934003	3622.214875	368.9977426	84.55773838	2950.404041	617.5418775	267.9559686	752.3144117	398.9842349	145.5544905	-1213.031639	224.212251	55.08382766	-1448.032647	234.0600392	34.98561567	-677.8759747	175.1902082	19.31500148	4406.133896	162.5590908	19.41197729	1178.515581	208.8785987	27.53694596	329.1885366	284.8629364	
153	40.76141668	5086.882645	110.2982669	83.39336737	3616.90656	376.7905974	85.3858011	2947.632324	593.4138432	267.3987328	752.1812886	404.9860512	143.539202	-1210.998239	230.6867621	54.50158835	-1447.113301	234.2618778	36.92492929	-685.0452655	147.6348576	18.93456406	4405.362197	173.4666235	19.86837571	1185.912375	203.2509866	26.63133511	319.2871668	254.953314	
154	39.48949869	5083.439145	113.5315307	82.73286281	3618.960898	383.3110065	85.62362322	2950.446442	590.0828127	267.6317682	751.4766455	408.6396059	145.1989059	-1211.940736	220.5635204	56.77035391	-1445.925805	236.8718304	39.33021574	-683.3736074	144.836266	19.1353975	4417.524596	167.5097929	19.89962968	1176.66175	177.4826303	27.24282765	321.7020882	228.3219837	
155	41.21844579	5085.579977	109.8533237	83.34765377	3617.743247	387.9104674	84.97544817	2947.942284	585.5581605	265.9027505	753.3873558	400.6445392	144.8938036	-1210.724871	226.4020123	55.54952637	-1444.745067	230.2138746	35.27120804	-679.0293807	168.9472843	19.28025096	4422.679636	150.8105539	18.64998963	1178.805214	230.7926682	28.70012542	320.8360447	303.9280921	
156	40.73747334	5087.102535	110.2816222	83.01385192	3619.606883	380.729834	86.75541605	2948.681064	580.3283432	267.9462082	752.5582161	400.1791344	143.5061686	-1210.720371	222.5065527	55.62164937	-1438.918128	251.5599735	38.01678649	-682.2381562	150.7600622	16.25711138	4410.13457	172.4430494	19.72042801	1175.037501	214.2343105	27.58775368	318.0764648	302.1848778	
157	41.52853242	5084.413377	107.4634651	82.79260663	3620.135614	376.0145221	85.12053745	2952.48372	600.315163	267.4012824	752.9339467	402.7842048	143.927283	-1212.081703	219.9989015	57.27802837	-1443.567134	239.0228711	35.31528081	-682.1861761	181.2601461	18.78412462	4401.458164	161.9274945	18.44879133	1184.93109	199.5595219	28.66573716	319.9212814	272.1429855	
158	42.2780751	5085.521101	108.4919601	82.09034364	3619.3906	383.4412925	86.29978202	2949.558721	588.9035654	267.7144925	752.7331956	399.5778436	146.159542	-1213.469036	229.9654715	53.91996616	-1446.599956	230.1358467	38.6655008	-682.9254223	136.3901283	19.01884387	4412.275502	158.9484935	21.06814486	1179.760287	190.2825506	27.79534877	322.2564624	302.5923494	
159	40.21445618	5085.66892	112.7700058	81.96039257	3616.48112	374.6150252	85.44700452	2953.199684	599.2009805	266.8740043	753.323348	407.1277048	145.3493649	-1211.906888	220.7133208	56.14195025	-1444.287927	246.3702602	36.85371461	-682.2672688	171.2046175	18.14559956	4411.218017	168.6761212	17.53723024	1185.419226	194.8005101	26.54722359	318.3864751	264.2293657	
160	41.02387843	5087.802712	105.8234017	82.91653305	3617.312321	393.9996763	86.23462766	2945.512889	577.8841291	266.7979936	753.1281775	396.5803802	146.029525	-1211.789343	222.5184886	57.07727162	-1445.628557	225.3491046	36.65740571	-683.5041789	155.2295254	19.00088581	4423.557223	151.4988226	19.74089191	1176.553003	230.5667315	28.8728258	327.2952516	319.4483063	
161	40.27055724	5087.397357	113.604828	83.54800206	3616.522926	382.6505397	85.78342176	2949.365251	584.6317044	267.8543849	751.8844632	403.7332884	143.9064118	-1211.620894	223.5412991	55.65744748	-1445.376742	242.4173958	36.07919345	-684.2540027	172.1232313	19.06513985	4408.559471	151.3985683	19.68655322	1177.804994	208.3258113	29.3635558	328.7259052	230.387786	
162	40.6025083	5082.95449	113.7882269	82.39925553	3618.492956	382.6178575	85.05479006	2947.02286	604.1359569	266.6901526	752.779489	395.4023332	147.5630791	-1212.513475	229.5963686	56.07852763	-1451.638649	210.8487585	38.045742	-684.4560632	146.5141187	17.7417576	4411.419442	177.414052	21.77718042	1183.07378	201.4155182	28.88456842	327.2151495	342.1725718	
163	39.15405444	5084.851937	108.9191239	82.59524594	3615.477294	393.4977103	85.6559127	2946.636694	580.2002762	267.4093288	752.1040349	405.6941104	144.9306095	-1212.661732	225.9402711	54.55216445	-1442.240025	236.5673121	38.70685779	-680.8451289	158.3695756	20.64615881	4420.824727	147.4376503	20.45169038	1182.095875	191.3232483	27.2518602	320.1163847	259.1859672	
164	41.65489218	5086.791841	109.2359835	83.22654894	3614.32911	383.9430107	84.4584063	2950.090097	600.2094236	265.2177722	754.2817764	394.5457764	145.6120054	-1211.649467	226.654245	54.59881538	-1445.937831	228.1456914	37.97042864	-682.8692867	139.4431757	16.39135233	4407.604969	186.5931812	18.18153117	1187.452605	246.023958	27.38491557	334.6692607	389.4764548	
165	39.05481371	5085.931467	115.9782469	84.20611372	3616.703094	378.0043883	85.30813829	2945.977985	594.5247672	267.7123576	752.7608652	407.88725	145.373608	-1211.176835	220.557763	55.90128721	-1445.122054	246.7701959	38.10206984	-679.9021192	147.7907839	18.80940271	4412.843755	166.9485049	18.42498158	1177.676508	188.0367764	28.29880234	325.3198313	236.9191759	
166	40.62170477	5083.705184	110.6901282	82.70788887	3619.020149	370.7556854	86.77815929	2948.058568	591.2671374	267.1040913	752.0532894	404.4469089	147.3637246	-1213.585719	226.8773672	54.943821	-1451.52016	222.7106704	37.69259773	-681.7077252	151.1858266	16.8524277	4411.423369	182.766611	18.717813	1190.23771	207.9931209	26.93595326	319.1245891	275.377914	
167	41.56338447	5086.252867	114.1725335	82.40011845	3616.721015	386.6096511	85.55640875	2945.485698	590.5978537	266.7591069	753.2973336	400.0768091	142.8915188	-1210.14985	217.6810181	57.35203061	-1437.864924	258.6480572	37.93306858	-681.1541167	158.0277552	18.74788239	4410.691591	169.2849683	19.05097601	1191.064233	215.7219682	26.33446939	319.0619489	322.123353	
168	40.03903538	5082.003149	114.7014597	82.50421824	3620.837899	374.3338092	85.57208575	2952.105991	608.4074621	267.4694265	752.021626	410.9345954	144.9991066	-1212.106998	226.1398178	56.75774603	-1445.093197	224.0036402	34.74902737	-684.650727	182.6759446	18.39416651	4418.615382	152.9094839	17.74397346	1182.697927	202.8385172	29.49128683	319.4110443	201.8451217	
169	41.43677943	5084.537798	109.5594803	84.81218974	3617.976575	374.6709338	85.83740098	2948.269043	585.3056976	266.1365846	754.567896	393.3338311	146.8742392	-1214.135205	224.8867603	55.85835859	-1447.083283	228.3635371	37.71885463	-683.540711	142.9775778	19.11257966	4413.154345	158.8454403	20.1114808	1177.66718	214.5552679	26.31454487	323.3471698	417.5153619	
170	39.64646829	5082.343795	112.3309444	82.27222374	3615.682711	391.9850642	85.81231179	2946.419217	578.4985022	264.5695556	753.8794877	391.1353621	145.0899369	-1211.369473	221.0228397	57.11172233	-1443.49327	232.1878992	37.07912783	-686.5778252	145.4825248	18.00046373	4416.018431	171.1997244	23.19831049	1178.030776	205.6781527	27.49940032	343.3266395	433.8276803	
171	38.1199081	5078.971323	122.837986	83.00736823	3616.647199	378.5648829	85.39303105	2950.105575	591.0288877	267.2212563	751.8442708	405.6165183	144.5954959	-1210.869787	222.0465137	56.63579381	-1444.972835	237.8374141	36.42109198	-686.6753646	165.1648429	18.3954659	4398.988639	146.5851743	20.9728611	1177.026143	174.4319097	28.21694071	327.9356702	256.8833863	
172	38.45073576	5085.718574	112.7593533	83.51106005	3620.478718	378.1267	86.09071921	2949.102098	591.0132867	265.4092111	753.5334013	396.1505635	146.0988295	-1213.568571	227.447116	54.50016063	-1452.784169	234.1248864	38.12968067	-684.7493262	152.6485874	17.5942518	4411.924718	176.3172206	20.2495196	1182.10811	202.4220184	26.6923552	328.3494218	390.3451756	
173	40.66560189	5086.92589	112.1511782	83.84790993	3616.266962	377.2303735	86.66879737	2947.623958	578.6584068	265.4310235	752.6597579	400.4476359	146.9241578	-1213.074508	223.8135474	56.79057614	-1454.670525	220.1482301	38.62691904	-685.0526257	136.0811089	17.79759151	4405.80422	179.0008956	19.01335329	1184.76549	226.8055502	26.07087758	324.5969036	375.934302	
174	40.36532155	5083.395522	112.3185221	82.79488259	3616.933945	381.9865505	84.9613696	2951.069589	590.5807716	267.4892416	751.9029786	405.8305914	147.190574	-1212.355554	222.8589391	57.20858078	-1449.640952	230.2786231	33.9105885	-680.3017595	172.4969528	19.24458466	4405.499875	168.1865712	18.10586472	1178.004751	201.9982739	27.31229795	318.006698	251.7188378	
175	40.55718331	5083.624139	112.7558278	83.91522114	3618.140242	380.4275531	85.90802367	2947.330694	582.3014871	267.5228384	752.6094959	407.7019836	146.1161932	-1212.09868	222.2859745	55.79673506	-1447.162282	231.8637954	36.05096919	-678.8542049	172.4788931	18.07431609	4407.62228	198.3269551	20.26632783	1181.413578	174.7919012	26.4467357	323.9226041	248.8075714	
176	40.2774268	5084.397992	105.1800104	82.47470575	3617.675563	386.3994654	85.21185304	2945.685554	596.6730736	266.3254649	754.5022417	398.9629182	146.6691165	-1212.693396	228.1424498	54.525452	-1444.697374	220.1790986	38.15054721	-681.3469971	148.7267137	18.49269735	4405.07183	176.984235	20.93951388	1182.851603	189.5174059	27.19884746	329.6585618	340.6380294	
177	40.29715226	5084.357557	112.8348378	83.17128125	3617.859742	377.3518015	86.13952367	2950.634298	592.9914749	265.5843004	753.9688499	396.8861278	145.2000611	-1213.576536	223.0789432	55.23514285	-1446.334676	232.5842334	35.33359871	-681.6522397	183.4253553	17.52486173	4405.323863	173.5330495	19.5054934	1182.96378	239.4118593	26.31228323	329.3893571	350.2973943	
178	39.19205194	5087.44953	109.5264332	82.43803364	3620.253408	377.2069994	86.44142253	2949.649877	594.0224688	266.2527501	752.2782497	401.0701617	145.1592062	-1211.343775	225.6025385	54.56775572	-1446.338764	243.9136079	39.47254201	-683.7303245	138.5012968	18.99562534	4406.132656	169.1591352	19.86546777	1179.653396	215.1026752	28.15966258	326.8052448	284.7751978	
179	39.85832938	5084.340865	110.1976435	83.63568599	3619.043641	386.9524659	86.96230985	2951.352592	575.9401052	265.3571237	753.9401957	388.2776325	146.2607306	-1212.069319	223.1917212	54.37968111	-1444.628128	234.9392204	39.59398861	-684.7166784	130.2989174	17.90210353	4404.883031	157.1317265	20.81825173	1171.128843	244.3966163	26.45251452	332.4263929	464.4332052	
180	38.88705005	5085.217892	115.2186275	83.49434873	3614.999678	381.2998751	84.8124392	2946.756936	600.0075465	267.0701029	751.924857	409.7147297	146.2976783	-1214.649111	229.7501664	52.15816843	-1449.274678	233.2507014	34.0450542	-682.9782144	185.521801	18.10498622	4418.919473	162.7660148	20.39707048	1179.459879	173.2768635	29.1870026	322.4284063	215.3456044	
181	40.41923926	5081.852504	110.2359314	82.56932874	3617.882734	383.7076765	86.21204625	2949.387974	582.5881797	267.7595506	753.1861673	397.1286067	145.193019	-1210.621865	220.0998536	57.17549354	-1441.253297	239.5895753	36.93314138	-682.7562403	156.0155064	17.87340385	4413.199571	184.905805	19.06507958	1181.752193	215.4609187	28.36877381	323.2632165	305.3509101	
182	40.87583076	5083.770982	112.3517658	83.04628857	3620.075253	385.9530314	86.50524938	2947.748879	580.7586321	267.3448802	753.1591608	398.9920598	145.5999881	-1212.695556	224.870551	57.0614346	-1448.164246	229.3379254	36.43006051	-683.147464	165.223023	18.90356431	4406.83635	168.4243836	20.82998075	1179.060839	187.5791927	26.92388617	324.5689976	327.0028997	
183	40.34649122	5084.149252	111.2778496	83.02379938	3617.914225	381.6483067	86.13672168	2950.319962	587.524156	268.0417774	752.968501	402.9453175	145.6936648	-1210.850891	224.3770006	55.8546728	-1447.215714	231.0101461	37.78768375	-682.9613087	145.9824869	18.40693024	4401.337273	173.356792	19.81390983	1196.923208	194.9280194	27.33330637	329.0219852	285.6729728	
184	39.53691609	5083.777761	117.2644102	83.66170308	3619.00738	377.2852775	86.25166762	2947.627275	587.2378012	267.7086149	751.2926791	401.9016216	145.247336	-1212.769677	229.0291206	53.05002954	-1445.930823	244.4499011	35.83822018	-682.9681745	158.175407	19.07584711	4416.347029	136.4743432	20.57337585	1174.018882	211.2439267	27.48998955	320.90487	243.8200375	
185	40.38146463	5086.319626	117.7101156	83.33896374	3621.288662	367.0679262	85.50401049	2954.423673	606.0291039	267.6286648	752.0551987	394.1335261	146.5775634	-1212.301046	225.2763856	56.33797391	-1445.750673	227.9669138	38.34802193	-682.6509144	147.0422096	17.69943385	4412.745686	174.1442662	20.82849095	1184.141806	215.5819239	26.43468526	325.8854556	336.4379553	
186	42.02781693	5082.25843	108.679591	83.32297242	3620.956904	377.8784404	86.06331065	2948.065944	591.0687931	267.3945571	751.9179811	398.8398835	145.0511573	-1211.543132	223.3826349	56.04196073	-1446.290992	239.6159844	39.71933254	-684.2983762	145.908569	18.85802431	4417.561198	156.2680298	18.60593374	1185.094868	230.9903717	28.00942818	325.7593559	276.0545177	
187	41.71623103	5084.847147	112.2091997	81.9224437	3616.559872	385.2828659	85.96048761	2948.156362	588.3291977	267.1465172	751.9001555	409.6910906	146.4749593	-1211.819756	224.5315161	58.22045151	-1446.314009	217.2221676	36.87814875	-682.9928159	161.6045684	21.24569001	4407.310271	152.5993952	18.84531905	1189.143859	170.5763703	28.23083031	323.1676875	239.9812471	
188	39.42448789	5080.67813	108.1507026	84.03741233	3619.037729	382.3636208	86.76294606	2952.730435	581.0670363	266.498062	753.9599146	393.8464549	145.7943499	-1214.189449	223.1153322	54.94290368	-1447.2913	237.8446291	37.99736905	-684.9215932	151.164021	18.62570627	4413.056129	173.3180995	21.29963198	1183.482232	228.8592653	28.03954336	329.5522368	349.3226284	
