step	#1-F2/Amplitude	#1-F2/Position	#1-F2/Width	#2-F2/Amplitude	#2-F2/Position	#2-F2/Width	#3-F2/Amplitude	#3-F2/Position	#3-F2/Width	#4-F2/Amplitude	#4-F2/Position	#4-F2/Width	#5-F2/Amplitude	#5-F2/Position	#5-F2/Width	#6-F2/Amplitude	#6-F2/Position	#6-F2/Width	#7-F2/Amplitude	#7-F2/Position	#7-F2/Width	#8-F2/Amplitude	#8-F2/Position	#8-F2/Width	#9-F2/Amplitude	#9-F2/Position	#9-F2/Width	#10-F2/Amplitude	#10-F2/Position	#10-F2/Width	
378	41.9097715	5085.142574	103.5987345	83.02492062	3618.35369	393.505373	84.81649451	2946.445656	581.9451487	268.2685387	751.6366599	410.6570764	144.1283147	-1210.401832	214.9875871	58.19030856	-1437.589523	241.5115088	33.66220869	-681.9230682	201.1143271	19.72669052	4412.500669	165.3721748	17.83224259	1184.417005	170.4687358	28.47350608	322.8093823	222.3392784	
379	40.23683949	5081.536181	112.0566735	83.51362801	3615.892211	389.5971235	84.80886137	2945.662515	588.152515	267.1619253	752.7233391	401.6574928	145.717444	-1211.538884	228.7565237	55.28978704	-1444.436993	232.5525761	39.74674452	-684.6430657	141.3423704	18.44483645	4421.530322	151.2692979	19.68671937	1185.541971	186.5422507	27.55068254	322.2446232	269.896948	
380	40.72843713	5084.012878	111.2432136	83.39185294	3617.20346	376.4192677	85.84422361	2949.975574	593.8355259	268.6668712	752.9743446	392.9883508	146.4844139	-1209.905858	221.6594009	57.74337036	-1444.275529	231.5925867	36.58420314	-682.2008658	154.8128206	20.56711493	4411.645514	140.4647289	20.67213216	1176.977956	207.4392708	28.91480331	327.5966946	318.3879411	
381	41.89263005	5084.537557	117.3444408	83.8062753	3617.435987	388.4158864	85.8690351	2945.367345	578.0661706	267.1539434	751.6507354	404.1595499	144.6956169	-1214.386672	229.0093418	53.07944163	-1448.867935	233.7110532	36.75689448	-683.3792624	156.2740675	18.05603415	4416.692787	169.6376646	18.84161428	1184.852168	215.5399402	26.29126911	324.8061752	276.0613072	
382	40.79579943	5083.954926	111.5745694	82.27051066	3613.654482	390.1733379	85.81303968	2945.569795	589.1056291	268.2366611	751.7024111	410.2317228	147.0230217	-1211.402899	221.8486692	57.22778932	-1451.501954	227.5308011	35.76173844	-682.2238044	162.5010125	18.78144967	4417.827681	156.9332038	18.25520501	1181.942218	164.0528122	26.5530536	318.7234045	217.4442681	
383	41.96375658	5084.138084	112.2516899	83.0566728	3617.997117	390.251989	85.59308826	2947.709479	580.9209713	266.4917646	752.41772	404.6973172	147.5644166	-1212.023246	228.4490801	54.04212994	-1449.696733	226.8734117	36.14742529	-682.3455434	162.1155935	18.16091656	4411.965426	161.2455791	18.29843524	1189.323949	212.3687856	26.48130582	319.9721748	278.3402065	
384	42.38901555	5088.4993	105.9658419	83.57926531	3617.476271	378.1480548	85.46791848	2951.336479	598.8445363	264.9707027	753.7234676	398.3714338	144.8352253	-1212.815293	227.3618267	56.07446743	-1448.285593	225.0898885	38.4283693	-681.5337553	150.8884563	20.6903718	4416.535321	160.928387	20.7483862	1183.093913	205.9241085	25.78988194	324.2642835	386.1432281	
385	39.37691645	5085.75596	115.1078022	82.47761089	3617.309863	390.1366746	85.24565075	2947.641375	586.0599598	266.7959051	751.8041123	403.7041523	145.3211031	-1210.596438	225.3120541	55.61158718	-1445.295587	238.7906144	35.24003974	-678.4733753	172.6314954	17.34239334	4414.394808	167.2964799	21.20645341	1182.638395	177.6009185	26.86263547	318.1954517	287.9461956	
386	39.60408364	5085.479488	106.5005875	83.50952303	3616.807917	376.9032302	86.02434224	2951.610709	591.5051677	266.2987261	751.5962895	417.5158184	146.8371477	-1212.266407	221.7084284	57.1704797	-1445.736751	222.9004509	33.83134988	-681.6169719	177.8932913	17.98303416	4399.03639	186.0948501	17.00843267	1175.959779	169.7166662	27.1555225	319.2014509	192.664451	
387	39.34355655	5086.725973	110.7567403	83.86981932	3616.507049	384.6550402	85.26458449	2946.01657	584.5029942	267.21314	752.5224528	407.596039	146.1135542	-1213.353241	224.7557125	55.14928679	-1448.782918	232.6527618	35.62651077	-680.58476	174.2831906	17.44151689	4412.717363	181.7336315	19.88533909	1187.485552	181.0044231	27.99717694	328.326567	242.4299821	
388	39.32688259	5084.387197	109.0693762	82.77320109	3620.600872	383.3530792	86.39763481	2948.661286	581.5600189	265.649377	752.6401444	397.2323485	145.8196505	-1211.085099	225.3633867	55.9065563	-1446.839928	230.9594353	39.4584285	-681.93395	133.9230699	19.36455122	4417.684858	159.6115072	21.13344471	1177.37483	206.0623116	26.40803768	328.55159	360.1433704	
389	42.56115373	5081.004409	108.6636328	82.32860619	3616.167931	379.671216	84.88415931	2950.715089	606.4505889	266.4968226	752.3041548	401.4325145	146.6679799	-1213.455687	227.6547061	55.16122101	-1450.77633	226.4707941	36.78970983	-682.6717941	157.1404662	19.93509771	4416.95098	157.9359361	17.86096278	1180.101048	223.7669117	26.74000788	318.5818984	300.1259013	
390	39.28961106	5085.72793	112.6843735	83.21967164	3619.178657	377.8813555	86.10796973	2950.262907	588.3235761	266.9221127	752.456178	404.1200832	144.798782	-1212.413451	232.2240191	54.83188147	-1449.138659	227.2536541	36.0183255	-682.1645311	163.9998913	19.04773793	4408.510239	168.5652118	19.61293268	1188.227517	199.3294908	28.48108516	324.0225482	276.4346653	
391	40.60661684	5082.594535	112.6553018	82.75549803	3617.602672	382.6873628	84.40548175	2952.94321	605.073982	267.3136871	751.6593581	406.9467314	145.6082392	-1211.965191	225.8508691	56.49850754	-1445.235106	227.9332877	38.22257957	-684.7622692	152.1442882	19.4833414	4426.237793	145.635584	19.35588909	1187.778842	190.7515809	29.53163975	330.146047	214.5721453	
392	42.17261695	5085.524654	106.7103095	83.355826	3615.239061	385.6310077	85.68412963	2947.088586	587.4954535	267.3676749	752.2132008	397.4410544	143.7307686	-1210.940962	225.5784691	55.98579642	-1444.627854	244.6102055	38.38588714	-682.6320276	151.666073	18.83130216	4409.3339	164.1002729	20.75485843	1187.419661	199.0929197	28.12041384	327.7274988	290.9026694	
393	40.42068135	5086.397581	109.1411444	82.69458011	3619.353834	389.0774577	85.33573803	2948.874712	590.0923705	265.4840803	754.2243414	401.9287932	144.454153	-1210.634281	219.7228565	56.47306806	-1443.968309	247.3983523	36.19648087	-685.0489133	161.4170665	17.76669284	4413.267272	166.5057334	20.42449249	1181.059311	181.6589126	26.05822568	323.7995752	345.4305707	
394	39.68297321	5083.124034	108.6983359	83.21400619	3617.519723	379.0049287	86.05788666	2948.67515	586.563323	265.6233335	753.6219523	404.5295073	145.1596118	-1213.053275	228.9564776	54.49914549	-1447.530585	224.0433627	39.53663693	-683.2340031	140.5627512	19.1324723	4397.147127	173.2237679	19.53186722	1180.170269	189.2111297	27.12884991	328.8869912	315.4271422	
395	40.48742824	5083.756072	113.4213161	83.38912669	3617.022437	381.6662585	86.5016588	2948.22871	584.4336377	263.8000172	753.9844099	394.7036004	145.5300076	-1214.195579	232.3906507	54.23616924	-1451.611944	220.5388703	38.22611596	-683.5782662	138.787081	19.18297063	4407.698271	146.0956203	18.8389472	1178.107378	213.925208	25.68305738	330.4406072	481.525538	
396	37.78119219	5082.366289	117.6400047	81.73891794	3615.61459	389.2422984	85.56054347	2948.88119	583.8420233	265.591942	753.6259036	389.3265984	146.8875854	-1212.118739	222.4648636	57.50626493	-1450.470085	223.4521542	35.90325903	-683.1792326	152.374284	16.34629644	4407.288228	183.2813037	22.196962	1176.366487	230.5829685	26.63743017	328.4491473	435.1676228	
397	41.88186111	5084.972157	108.9107928	83.04061753	3617.76594	375.7560244	85.61709806	2949.33763	594.4296967	260.9775866	755.930873	385.3890976	143.546032	-1213.119802	225.9622925	55.11650812	-1445.410145	234.5369836	36.92507975	-687.9866821	142.3893646	18.75420777	4420.177041	168.2731712	19.45245938	1183.704365	239.5535957	25.84845187	361.2667605	609.724882	
398	40.18101459	5087.905659	110.5803049	83.19786243	3616.242006	381.1027046	86.16819393	2949.055259	588.0132169	266.0927179	752.7048453	405.9983649	147.9974793	-1213.464963	226.376362	54.78571028	-1449.816337	217.9577614	39.05167382	-682.0010188	156.5909878	18.15835553	4410.245851	166.1472385	19.42777148	1184.906745	209.1891673	27.74901982	326.1074221	251.1815815	
399	41.38808506	5084.251645	107.9287723	83.63293876	3616.090846	388.5887699	85.5700086	2949.552445	573.9287237	267.5945308	751.9408864	404.8923031	144.7975125	-1211.828803	225.9522993	56.91770606	-1445.461929	224.9087676	37.47687794	-679.2408354	159.9226376	18.69140507	4405.905884	158.3064994	19.16527562	1180.353653	197.6990752	27.8018074	324.3212619	248.1127891	
400	41.17491083	5084.169371	107.4503638	82.75604245	3616.641889	376.08264	86.65945519	2948.742134	590.9051847	267.3285393	752.1395281	407.5581373	146.7630802	-1214.64828	231.771523	54.15784733	-1453.768492	217.2919584	39.00605362	-682.561606	149.9721582	19.68589634	4409.398239	156.5614023	18.88530683	1185.112073	211.9255883	27.90736175	324.8742363	242.3064453	
401	39.86781705	5084.58683	111.6302141	83.51076893	3616.750508	373.8769209	86.78212021	2951.097866	581.9214277	266.4735121	752.4897455	404.0290778	145.0012484	-1213.232458	230.9157095	55.91267212	-1447.693212	225.5627889	38.90000464	-685.90623	150.2340078	20.01049402	4407.042171	158.8102885	20.15919339	1175.605874	174.9953216	26.35945232	323.7146452	313.5084259	
402	41.6508258	5085.506653	108.1887083	83.81924271	3617.032273	386.5097324	86.45504916	2948.063994	576.4947982	261.51297	755.2865245	383.9506136	146.0510443	-1211.656245	223.5286004	56.77484061	-1445.267518	228.6744434	40.61735719	-682.4990585	131.3982207	19.66634554	4411.070165	159.6785061	20.8439975	1173.388463	258.1804747	28.6546436	351.4215037	509.4012567	
403	40.70557575	5084.178501	109.8016598	84.10440653	3620.961307	370.8638665	84.99749457	2948.099884	602.8380596	268.5574752	751.4315379	410.5947461	144.7654382	-1211.298443	222.2875749	55.73134974	-1446.145368	245.5930123	37.2042895	-684.3275993	159.5859661	19.70571953	4409.758027	156.0715587	19.16508053	1184.460192	169.9871434	26.92402562	322.8509351	218.6175862	
404	40.21654473	5083.821627	113.9200847	81.69337829	3614.019131	391.8222323	85.63327079	2946.645864	579.9566866	267.2864501	753.019964	407.9639587	146.4270771	-1213.104327	222.0430855	55.79206941	-1447.093274	239.4551828	38.92598251	-683.471822	153.9682232	17.07066711	4416.608595	169.6290209	18.96575118	1185.687431	184.0966481	29.66343993	322.6571193	233.5442969	
405	41.51594749	5090.993137	107.2432566	84.64580822	3616.631611	379.973796	86.53604794	2946.964913	576.2820794	266.211213	752.3762236	404.2174949	146.7543006	-1212.318871	224.7980383	54.60854609	-1446.151254	233.1812249	39.09406169	-685.4151007	133.4902216	17.93920979	4408.148171	174.1023105	18.59608256	1184.192152	213.2873316	24.95028258	321.8299338	332.6710704	
406	40.09663989	5082.483426	116.0353703	83.21185739	3619.724485	392.1325407	85.07579306	2947.932435	580.6439817	266.6229742	752.549709	399.9366774	147.786301	-1211.529272	222.1183999	56.49622579	-1447.932248	227.1591817	39.45760063	-682.3266133	142.8333927	16.98600659	4417.971132	175.7302087	19.80308798	1185.318916	232.0740123	27.18708078	324.1790757	291.5872528	
407	43.44604236	5083.428758	105.0556374	82.72972021	3616.481243	386.5200867	86.63513769	2945.891827	581.5551005	266.9685821	753.096946	396.2576707	146.1136751	-1211.232869	227.8278294	55.62405063	-1447.967192	225.1538797	38.21366498	-683.5663057	139.49889	18.33439337	4415.347307	158.2817424	20.01494084	1188.104297	218.4524363	27.17874976	327.0059433	351.1212647	
408	40.60424114	5086.19166	112.6157824	82.95257729	3621.992951	379.3724434	86.28940747	2947.77393	586.5783609	266.4941963	752.1992405	400.6588487	144.0579548	-1211.369924	217.7713484	56.83129993	-1440.429248	246.3500344	35.30396259	-680.109592	175.5715174	20.10086917	4409.694249	151.065294	19.39334803	1181.773441	219.7056924	27.16597165	330.9838142	294.9869363	
409	41.10412604	5086.529819	114.7771555	82.77723744	3616.259954	386.7030495	85.81455031	2946.407835	583.909171	267.0139691	753.4098345	397.8661466	146.2112793	-1212.416182	220.710928	56.96511039	-1447.565696	232.2512463	38.92733821	-682.5103835	144.522366	17.62033878	4409.212725	167.9901344	19.13682221	1178.29196	196.0759845	27.0057427	320.0604301	345.4828175	
410	40.14794703	5083.732181	113.8174957	82.85239894	3620.781323	380.2348911	85.94181705	2951.408073	592.605339	267.4254749	752.4112262	404.6719605	145.8481053	-1213.622846	222.7479029	54.18876937	-1447.866704	227.7072631	33.64061257	-681.0464972	199.887029	19.53529717	4413.733581	164.3494553	19.18015265	1179.843171	168.8900801	29.17027502	329.9666278	254.1859648	
411	38.29350856	5082.640855	118.1098536	81.30649959	3615.379432	388.0973129	84.94608126	2950.068727	601.1399429	266.8064367	751.6195556	402.2296494	144.6422169	-1209.529445	221.1960542	58.1782021	-1441.573691	229.6974703	37.22253905	-684.0740075	160.1805792	17.58440825	4413.495083	145.3663735	19.71663585	1185.669993	201.8382301	25.72134535	321.5527304	295.9237219	
412	41.34285487	5081.657275	109.6978006	82.88063709	3616.709961	391.1293925	84.02255305	2947.286977	588.7604788	268.2349079	751.1860084	414.5187787	146.3991172	-1212.476608	222.8953596	54.06579813	-1447.513552	239.883395	35.67856485	-682.1602836	173.5866754	17.21264671	4416.268209	182.0082408	18.93712584	1184.324042	172.8616112	31.08111489	326.2762299	151.6745969	
413	39.37127455	5081.036998	119.8115833	82.03886751	3617.578115	381.4550799	85.29604517	2948.964486	601.8301363	267.3489473	752.3383598	403.4244882	143.4795156	-1211.731614	224.2259226	56.08801537	-1448.315346	237.5990598	37.40394145	-682.7855672	167.4138502	18.64029324	4412.966926	153.250524	21.00595229	1181.548116	181.3514907	27.63830129	322.655894	265.230432	
414	40.78544917	5085.911269	116.7070145	82.77737741	3615.826786	383.5090224	85.79674626	2947.701646	589.8918834	267.6221067	754.4616515	398.0006184	145.3595374	-1212.053919	220.3084876	56.05365753	-1443.888728	236.5157462	36.56491966	-685.6160411	156.4869146	18.21265108	4414.595153	164.8623661	19.05421151	1187.144654	207.7369281	27.21043696	320.101936	349.2445644	
415	41.16211172	5084.413954	106.2190413	84.1471437	3617.824444	374.3939056	86.49299173	2950.349595	584.1388159	267.0293658	752.3409607	396.8500582	146.591649	-1211.756511	228.5040867	55.35275202	-1446.708876	226.1991773	37.99522056	-683.4588672	134.3068637	18.17773578	4413.142197	185.6129165	19.6466688	1177.028928	226.9972434	26.98030418	329.8492891	326.0891095	
416	40.0934502	5083.930948	109.8452232	83.25674559	3618.046975	384.7948876	85.64098987	2947.136186	577.8534485	266.8167626	752.9056391	397.0475754	145.0269393	-1211.912911	218.344751	57.25259792	-1442.762086	238.0693202	37.79003576	-682.8683879	160.8647555	18.99216246	4412.989372	161.6019269	22.14365576	1185.665905	220.6433844	26.75409329	327.0779867	334.1722938	
417	37.60451033	5085.92999	117.5926392	82.58472455	3616.392125	385.3106108	84.80441083	2944.969762	590.7029874	267.8144967	750.8321142	404.6583823	146.334255	-1213.763162	226.2712162	52.98608985	-1448.70517	232.1561164	37.37171516	-686.2733501	158.6640522	16.63557845	4406.369858	172.6636591	20.68556531	1184.00323	203.4253222	27.98251555	322.9294033	245.8130284	
418	42.53058874	5084.364808	109.2380271	82.27968136	3619.455308	382.1352479	85.63686092	2949.3046	590.1344907	265.9753397	753.6255381	402.3288006	145.5764857	-1211.136892	220.2269603	57.46246392	-1445.339037	238.8951334	37.45799821	-682.3426222	139.859096	20.57730037	4414.979041	148.4549305	18.89627855	1186.105813	206.194205	24.92910877	319.9534884	349.1571806	
419	39.29916419	5084.751984	119.4654536	82.40732383	3616.408005	390.1911421	86.47607108	2950.342487	578.5564274	265.3069264	753.2259358	396.3153904	148.4490595	-1213.003247	224.227633	55.0947516	-1450.453954	227.2460422	37.09647284	-684.2316122	161.2151533	17.58233963	4402.231835	168.9067028	20.24854978	1187.623124	260.1782252	28.19675645	328.69506	329.6086081	
420	40.68371099	5086.605207	107.3435316	82.42160563	3617.671327	383.8243228	85.29752994	2947.931294	590.2584554	265.5947555	754.029721	395.3521454	144.8167349	-1213.185066	226.8245246	53.3697643	-1450.275169	234.973216	35.28703029	-683.109842	171.6434397	18.86715137	4410.959087	162.1901217	19.49099985	1192.702252	222.2008173	24.59818274	336.7894646	431.899887	
421	40.37451657	5084.803299	113.1980894	82.98270816	3618.403178	382.7935366	84.67750698	2948.151644	606.8575215	265.1977133	753.1307568	400.6682665	144.4389091	-1211.30647	225.3687467	56.64494018	-1444.598585	235.7194146	37.80587803	-682.9711525	153.1766791	17.97787392	4405.956689	179.8006873	21.0814888	1179.921593	194.2483725	26.12340042	323.6843702	358.8194508	
422	40.04250982	5086.945091	112.7026987	82.80019724	3617.847763	379.1132932	85.74109943	2951.608356	590.0286435	261.5010113	756.6141381	385.428907	146.3033736	-1211.855914	220.236198	57.05549626	-1445.527827	231.820669	37.44713878	-685.2074132	143.1004336	19.17577079	4412.354359	156.9334704	22.70458713	1184.076024	204.6091397	26.20615514	363.4627293	608.9323094	
423	38.8255524	5083.935855	110.7210819	83.89781896	3615.233182	377.1331195	86.61906837	2947.765668	585.9499297	268.0208631	752.5139485	401.9335281	147.6418072	-1211.46181	226.3681538	55.55997139	-1446.601544	222.8369525	36.27066	-683.5782253	157.2503562	19.25529821	4416.865457	159.1494106	17.98791521	1181.61219	232.5481692	27.04795347	326.6914985	272.3024376	
424	39.40991404	5082.906375	116.9403068	82.24930296	3618.150325	379.8705429	85.06469897	2949.517915	598.5271919	269.1206718	752.3631904	407.0535438	144.4346346	-1211.32973	226.5564647	54.9213438	-1444.23326	239.0017185	39.89295439	-682.1960218	140.2036478	17.38958897	4409.437802	166.2670592	18.94342845	1189.011367	170.1940119	28.20184712	323.2482569	209.1730002	
425	39.6540314	5083.509226	119.241678	83.44458685	3617.339881	386.9853887	86.46378257	2946.044271	575.2553348	267.6024716	752.1913265	404.9314845	147.165213	-1212.30628	217.7259177	56.4517693	-1444.602924	236.6657019	36.61842668	-684.0600906	151.2053435	19.39042073	4407.352919	161.1612849	20.27815099	1183.949726	178.2389295	26.22571834	324.248512	263.3934186	
426	39.44679245	5090.819434	113.374634	81.8946594	3615.720693	390.3800022	85.39087651	2946.24966	586.1919854	266.9695026	753.5875843	401.8485906	145.8304576	-1211.878679	228.8767167	55.85093483	-1446.764459	219.4497053	36.93567995	-684.182236	174.7717915	20.06427549	4407.319509	155.9340867	21.01535534	1191.745905	200.6174756	28.59711402	325.9486425	290.5868796	
427	42.93872765	5087.158402	105.8909925	83.09665288	3617.764851	374.5587986	84.88278813	2948.493822	598.718634	267.3108796	753.1849559	402.1936715	144.8799439	-1210.706052	217.0481079	57.56624049	-1440.019478	237.2773555	36.05135822	-681.2802081	172.43073	17.14661341	4416.416827	168.5117871	19.74677737	1185.05143	189.1059718	28.16239127	330.0474533	285.1037176	
428	39.77008488	5084.197105	114.7412255	83.53834528	3615.73833	378.0903723	85.88035116	2947.164413	588.7648327	266.5407173	752.3763237	401.0645244	144.2864245	-1212.578671	228.1762805	55.12711295	-1445.032005	234.6960349	39.27597513	-683.6674486	139.2024582	19.54483554	4407.794789	158.3283749	17.74226956	1185.582236	224.4208699	25.82264389	330.0810141	334.8749063	
429	39.81494557	5081.983192	110.3297323	83.86246042	3622.238821	380.893871	86.49839121	2948.934322	587.6087388	266.7510121	751.6093045	408.837853	147.7724759	-1214.275334	227.4078754	56.10303377	-1451.571964	208.7407428	37.75084588	-683.4002606	160.0822655	18.80284544	4410.978069	156.0673087	19.73800509	1183.157142	193.6754766	28.11512549	324.1382142	225.0949909	
430	40.86423603	5082.038035	112.8629687	82.08797162	3616.8365	392.0980448	84.78694596	2949.986585	592.3465262	267.7083019	751.9053993	404.0102285	146.5079479	-1215.278429	228.2921419	54.07632383	-1451.672158	222.5164076	37.1568501	-683.7956438	165.3387575	16.47512558	4414.241018	179.6858443	17.92438555	1179.766951	198.6975453	27.64744348	322.1539438	247.1739973	
431	42.25595981	5087.711744	106.4990528	82.52602795	3618.698071	381.0989575	84.64444092	2949.566816	598.7604643	265.9942615	751.135058	405.7440913	143.9748668	-1211.553558	224.0498512	56.89499429	-1445.285577	234.9290849	33.59384145	-683.7900365	191.5385972	18.22947449	4401.918726	174.4576434	19.97700128	1169.795116	200.9980803	27.9428308	318.6061539	242.3142591	
432	38.54074596	5083.731157	117.0947869	83.22504098	3615.977915	381.9855572	85.14906785	2946.799447	583.9187029	267.2882356	752.5241453	404.3699812	146.2310421	-1211.547031	218.3994886	55.67928564	-1445.841606	240.3814084	34.88446196	-681.1865552	186.244089	18.60770462	4403.186807	172.1509651	18.17788885	1185.862909	210.908695	27.13983807	323.4193919	260.3096715	
433	42.37037355	5085.42063	109.1753887	82.90248207	3618.570902	372.6065055	85.66211654	2950.559586	591.7090081	267.5868171	751.1020395	408.7144909	145.1413113	-1212.904369	222.026776	56.55607194	-1443.950682	239.2923182	35.12655511	-682.205502	176.1492419	18.6063434	4418.655964	170.4277795	20.18353577	1178.291164	168.5622507	29.03919127	323.4861973	205.0289937	
434	41.36192286	5085.236892	110.8909204	84.07978692	3617.174293	372.6363994	86.04436461	2949.818084	592.2056525	265.8339999	754.0811182	397.984827	145.0734086	-1213.907731	234.5515063	53.89614952	-1448.651946	225.9053015	38.6674261	-682.5324231	140.5893731	18.59251944	4406.362639	166.207271	20.50537278	1173.619598	183.9552699	27.90482553	329.0110457	359.3158649	
435	41.99005013	5085.250708	105.6472668	83.64412423	3619.676101	374.393313	84.77166932	2950.1827	594.3207033	266.907419	752.0056131	410.9745452	146.0636011	-1211.256942	218.9793182	57.4237367	-1445.438952	236.9579084	36.04590856	-680.336928	168.8398546	19.86561271	4417.844007	147.4455503	18.13189753	1183.013286	176.8885103	29.86133	325.1780407	203.576556	
436	41.70784282	5085.933649	107.9369988	82.3596391	3617.813637	382.3710085	85.25659147	2944.641252	598.8837981	266.3432972	753.6596966	407.0842361	147.5841813	-1213.014706	224.9653501	56.60179709	-1450.061518	216.809749	36.76195145	-682.1510582	147.4132134	18.9571348	4415.570204	150.309804	17.95771545	1192.001056	178.1963833	26.78652336	321.083067	282.7319849	
437	39.59213492	5086.421598	118.2044686	82.61556993	3614.349601	391.3721888	86.03458026	2947.610631	577.8829995	268.1437127	752.3604508	401.4350747	145.5523814	-1212.173391	223.4691575	56.13471047	-1446.073281	236.0040491	34.3684563	-683.6959147	172.4281472	17.14851594	4416.112534	168.495939	18.92027523	1181.844927	209.4666919	26.59131481	315.8238837	295.9543456	
438	40.45175947	5081.38326	114.4848167	82.7424247	3618.281895	390.8419763	85.66671771	2947.369273	581.4967953	268.5981453	750.2962046	409.5673815	143.9441297	-1210.564625	222.1926301	55.57343139	-1440.358856	247.9819466	34.25044908	-682.4453054	177.2352038	19.2950006	4419.669681	133.2891849	19.99662134	1187.120675	176.1450324	31.50263001	323.5870313	176.0419941	
439	40.84615339	5084.964022	106.1104218	83.2077451	3620.152469	388.8047777	86.11738995	2948.70442	578.637685	265.5958358	754.173083	395.0464549	145.8700343	-1212.407351	228.195693	53.89928045	-1449.222041	232.0397698	39.8017993	-683.2235073	127.1703016	18.54094842	4403.752081	167.8376793	20.12440316	1182.136628	229.7536014	27.86171202	332.952051	372.3236499	
440	39.55782418	5083.451396	113.3981149	81.99729543	3620.285599	388.5413305	84.98922755	2951.06784	594.2198248	266.8830534	751.89141	402.5606868	147.9416182	-1212.22049	222.6113326	55.24301526	-1448.333131	230.0081626	34.87822976	-683.9635293	167.927869	17.31972278	4417.811143	177.9105622	20.78113338	1184.052378	197.8133766	27.84976416	328.6325963	262.5000396	
441	41.29275401	5081.142668	115.0735114	83.79356718	3615.605418	389.1161236	86.38867988	2948.140779	571.7576861	260.6623529	755.8200348	390.3259488	145.4139228	-1212.137192	222.8349365	56.38074268	-1445.553172	227.911211	36.96948179	-680.5771318	139.3127952	18.0112497	4406.431891	173.8690876	20.9658688	1173.527719	203.0889591	25.69499066	364.1900192	614.2557221	
442	39.80979779	5080.469657	116.4382429	82.15892639	3615.707445	385.0598819	85.79997734	2950.530053	586.080106	266.1168004	752.778451	401.1975615	147.0450276	-1213.870587	232.7531553	55.32537512	-1454.444513	214.1270946	36.22564181	-682.1931126	159.7836667	19.28392196	4414.118561	155.1079033	18.55171599	1183.759529	218.5549516	27.36853443	318.547105	303.3075253	
443	38.35733339	5084.858846	124.4654947	83.15742305	3617.611266	383.569634	86.68829252	2945.768894	577.7654678	266.6959359	752.1132334	398.9902774	144.3028778	-1211.356246	228.0542004	53.94265448	-1446.381808	241.2593868	38.77913377	-683.2653507	144.3626568	18.42187713	4405.817294	167.9343701	20.28629125	1179.813353	202.93052	25.83919807	321.0181806	338.4689516	
444	39.65859778	5084.9695	110.8981739	83.12201947	3618.525091	377.0352432	85.29638763	2949.738815	593.6015724	265.4021373	754.116812	394.2812129	145.9528357	-1212.566204	225.2166501	54.78678933	-1444.052161	231.3477499	39.96538542	-684.3135224	133.0494384	16.86787467	4409.302434	174.7863156	20.21105691	1185.188623	211.2841472	26.21620347	332.0578796	427.1813533	
445	37.39008228	5081.635947	120.4020442	82.03752658	3618.082593	386.9043517	85.22677461	2950.621022	599.6106054	265.2033924	752.8400849	399.1643738	145.3213223	-1212.759732	227.6850138	54.25707537	-1445.887844	225.457506	38.56400686	-682.205288	134.7296324	19.80385562	4420.532356	144.2806101	19.30112079	1179.407236	218.8973663	24.85657718	324.8584209	384.5401795	
446	37.41058967	5084.064671	120.6300059	83.21287452	3615.897606	392.682306	85.32108953	2945.223419	579.9081946	268.4291333	752.6304342	401.2632629	143.8993982	-1212.617053	227.2654894	54.67035365	-1449.027673	240.1196642	36.38949317	-685.9162071	160.9270926	19.52858838	4411.66175	150.9847626	19.16770532	1189.552765	214.5716486	28.59308907	323.0738558	261.9297389	
447	40.05961068	5085.379787	110.4980231	82.12606411	3618.345908	381.0369766	85.30708095	2950.763853	606.4555326	266.5629306	753.1979716	399.7748737	144.3489079	-1211.185005	225.5290514	55.33891095	-1448.222879	245.4324014	38.03398975	-682.219114	150.2072325	17.53684356	4410.876782	163.6399768	19.798955	1186.964926	192.7477505	26.63801491	320.8578076	333.7110161	
448	40.03242113	5087.474877	116.5410052	82.13544611	3618.151648	377.6692827	86.34869204	2946.85055	588.4141104	267.8039679	753.1449729	402.8915995	145.5235923	-1210.267765	216.8477742	56.70157555	-1443.522016	247.191543	37.79642118	-684.6554794	169.73063	16.85014152	4395.964363	194.4630707	20.2675002	1182.520003	189.310069	28.3437047	319.9947172	269.4861557	
449	38.79070012	5084.007885	113.1715835	82.35708309	3618.011517	380.8959941	86.26600258	2950.78246	591.6655823	266.1642518	754.0715314	394.1490967	145.7823883	-1210.66191	222.7545213	56.8045014	-1446.192634	226.4769534	36.28412737	-685.7327667	159.1166248	17.00799017	4411.330636	176.6138081	19.21590075	1190.027466	223.8818759	27.6435461	339.1376759	364.5540402	
450	41.59153624	5089.720565	109.0907289	82.37961234	3615.583923	389.8043468	85.44296621	2945.181199	586.489017	266.0372792	753.2251964	397.7912957	144.8418768	-1211.190255	228.5949619	55.27536142	-1448.62513	227.5356851	35.86622151	-685.8168536	154.0990885	17.89124168	4413.718728	167.0670482	19.61342928	1174.605045	222.7417208	27.75271067	330.2226338	323.2487978	
451	41.22752643	5085.792288	112.7133157	83.55218248	3616.142499	382.1682397	86.13773051	2946.309924	583.204238	266.5038063	753.2773932	392.3124481	146.1797013	-1214.306818	232.2136063	53.78015052	-1454.355203	221.5508497	38.96734438	-679.8149009	142.1435452	17.9940694	4407.731827	185.5307783	19.86691573	1181.199278	236.2646547	26.37706395	326.9555085	371.9128353	
